annotation_approver,id,label,text,user
,66265,110,"Agradecimiento, Saludo, Agradecimiento, Orden Amistosa",1
,66266,109,"Saludo, Rechazo, Saludo",1
,66267,108,"Orden Amistosa, Agradecimiento, Amenaza, Orden Amistosa, Pedir Disculpas, Amenaza, Amenaza, Saludo, Saludo",1
,66268,109,"Agradecimiento, Pedir Disculpas, Agradecimiento, Pedir Disculpas, Pedir Disculpas, Orden Amistosa, Agradecimiento, Pedir Disculpas, Insulto",1
,66269,108,"Saludo, Aprobacion, Orden Amenazante, Aprobacion",1
,66270,108,"Aprobacion, Orden Amenazante, Orden Amenazante, Amenaza, Aprobacion, Pedir Disculpas, Agradecimiento, Pedir Disculpas, Amenaza",1
,66271,110,Saludo,1
,66272,110,"Orden Amistosa, Agradecimiento, Saludo, Saludo",1
,66273,109,"Saludo, Saludo, Rechazo, Rechazo, Agradecimiento, Aprobacion, Saludo, Aprobacion, Rechazo",1
,66274,110,Pedir Disculpas,1
,66275,108,"Aprobacion, Orden Amenazante, Aprobacion, Saludo, Orden Amistosa, Rechazo, Amenaza, Saludo",1
,66276,108,"Insulto, Rechazo, Aprobacion, Orden Amistosa, Orden Amenazante, Saludo, Pedido de ayuda, Orden Amenazante, Aprobacion, Orden Amistosa",1
,66277,108,"Orden Amenazante, Agradecimiento, Orden Amistosa, Pedido de ayuda, Insulto, Orden Amistosa, Pedir Disculpas",1
,66278,110,"Pedir Disculpas, Aprobacion, Agradecimiento",1
,66279,108,"Saludo, Rechazo, Aprobacion, Pedido de ayuda",1
,66280,107,"Agradecimiento, Saludo, Aprobacion, Pedir Disculpas, Aprobacion, Orden Amistosa, Saludo, Amenaza, Orden Amistosa",1
,66281,108,"Pedir Disculpas, Orden Amenazante, Agradecimiento, Aprobacion, Orden Amistosa, Aprobacion, Orden Amistosa, Orden Amenazante",1
,66282,107,"Rechazo, Saludo, Orden Amistosa, Insulto, Orden Amistosa, Pedir Disculpas, Aprobacion",1
,66283,110,Aprobacion,1
,66284,109,"Aprobacion, Orden Amistosa, Insulto, Pedir Disculpas, Saludo, Saludo, Saludo, Rechazo, Saludo, Pedir Disculpas",1
,66285,110,"Pedir Disculpas, Orden Amistosa, Aprobacion, Aprobacion, Saludo, Aprobacion, Agradecimiento, Agradecimiento",1
,66286,107,"Pedir Disculpas, Amenaza, Amenaza, Saludo, Saludo, Insulto, Pedir Disculpas, Saludo, Aprobacion, Rechazo",1
,66287,110,"Agradecimiento, Orden Amistosa, Agradecimiento",1
,66288,108,"Orden Amistosa, Orden Amenazante, Aprobacion, Orden Amistosa, Rechazo, Saludo, Aprobacion, Orden Amenazante",1
,66289,107,"Insulto, Pedir Disculpas, Amenaza, Saludo, Orden Amistosa, Saludo, Aprobacion, Pedir Disculpas, Pedir Disculpas, Pedir Disculpas",1
,66290,107,"Saludo, Orden Amenazante, Agradecimiento, Agradecimiento, Aprobacion, Amenaza, Agradecimiento",1
,66291,109,"Pedir Disculpas, Insulto, Rechazo, Saludo",1
,66292,107,"Orden Amistosa, Pedir Disculpas, Amenaza",1
,66293,107,"Rechazo, Agradecimiento, Orden Amistosa, Rechazo, Pedido de ayuda, Agradecimiento, Aprobacion, Rechazo, Saludo",1
,66294,107,"Pedido de ayuda, Insulto, Aprobacion, Agradecimiento, Orden Amistosa, Agradecimiento, Pedir Disculpas",1
,66295,107,"Agradecimiento, Pedido de ayuda",1
,66296,108,"Orden Amenazante, Rechazo, Pedido de ayuda, Aprobacion, Orden Amistosa, Amenaza, Agradecimiento, Agradecimiento, Agradecimiento",1
,66297,109,"Orden Amistosa, Orden Amistosa, Saludo, Rechazo, Agradecimiento",1
,66298,109,"Orden Amistosa, Saludo, Aprobacion, Pedir Disculpas, Rechazo, Agradecimiento",1
,66299,109,"Rechazo, Rechazo, Saludo, Orden Amistosa, Agradecimiento, Saludo, Saludo",1
,66300,109,"Rechazo, Agradecimiento, Aprobacion, Agradecimiento, Pedir Disculpas, Orden Amistosa, Insulto, Aprobacion",1
,66301,108,"Orden Amenazante, Pedido de ayuda, Orden Amistosa, Orden Amistosa, Pedir Disculpas, Agradecimiento, Orden Amistosa, Pedir Disculpas, Saludo",1
,66302,107,"Orden Amistosa, Orden Amenazante, Orden Amistosa, Saludo, Saludo, Pedir Disculpas, Rechazo, Saludo",1
,66303,110,"Agradecimiento, Pedir Disculpas, Saludo",1
,66304,107,"Pedir Disculpas, Agradecimiento, Orden Amistosa, Aprobacion, Rechazo, Orden Amistosa, Pedido de ayuda",1
,66305,108,"Pedir Disculpas, Pedir Disculpas, Agradecimiento, Pedido de ayuda, Orden Amistosa, Agradecimiento, Orden Amistosa, Orden Amistosa, Agradecimiento, Orden Amenazante",1
,66306,110,"Saludo, Pedir Disculpas",1
,66307,110,"Saludo, Saludo, Saludo, Saludo",1
,66308,108,"Pedir Disculpas, Orden Amistosa, Orden Amistosa, Amenaza, Rechazo, Orden Amistosa, Orden Amistosa, Agradecimiento, Insulto, Orden Amistosa",1
,66309,110,"Pedir Disculpas, Agradecimiento",1
,66310,108,"Saludo, Orden Amenazante, Aprobacion, Rechazo, Saludo",1
,66311,110,"Agradecimiento, Saludo, Saludo",1
,66312,108,"Rechazo, Pedido de ayuda, Saludo, Pedir Disculpas, Rechazo, Pedir Disculpas, Aprobacion, Amenaza, Agradecimiento",1
,66313,110,Agradecimiento,1
,66314,107,"Amenaza, Insulto, Agradecimiento, Pedir Disculpas, Pedir Disculpas",1
,66315,108,"Saludo, Saludo, Agradecimiento, Orden Amenazante, Agradecimiento, Amenaza, Insulto, Aprobacion",1
,66316,107,"Saludo, Saludo, Pedir Disculpas, Saludo, Pedido de ayuda",1
,66317,110,"Pedir Disculpas, Agradecimiento, Saludo, Saludo, Pedir Disculpas, Saludo, Saludo, Agradecimiento, Orden Amistosa",1
,66318,107,"Pedir Disculpas, Rechazo, Orden Amenazante, Aprobacion, Agradecimiento, Amenaza, Aprobacion, Orden Amistosa",1
,66319,108,"Pedido de ayuda, Saludo, Pedido de ayuda, Insulto, Orden Amenazante",1
,66320,110,"Saludo, Aprobacion",1
,66321,110,"Orden Amistosa, Pedir Disculpas",1
,66322,110,"Aprobacion, Orden Amistosa, Saludo, Aprobacion, Agradecimiento, Pedir Disculpas, Agradecimiento",1
,66323,107,"Pedido de ayuda, Orden Amistosa, Pedir Disculpas, Aprobacion, Saludo, Insulto, Agradecimiento",1
,66324,107,"Agradecimiento, Rechazo, Insulto",1
,66325,108,"Aprobacion, Amenaza, Agradecimiento, Saludo, Agradecimiento, Agradecimiento, Pedir Disculpas, Orden Amenazante",1
,66326,110,Orden Amistosa,1
,66327,110,"Aprobacion, Aprobacion, Orden Amistosa, Pedir Disculpas",1
,66328,110,"Pedir Disculpas, Aprobacion, Orden Amistosa, Pedir Disculpas, Pedir Disculpas",1
,66329,108,"Agradecimiento, Orden Amenazante, Orden Amenazante, Orden Amenazante, Pedir Disculpas, Orden Amistosa, Rechazo, Orden Amenazante, Aprobacion, Rechazo",1
,66330,107,"Insulto, Orden Amenazante, Pedir Disculpas, Pedir Disculpas, Aprobacion, Agradecimiento",1
,66331,109,"Insulto, Agradecimiento, Orden Amistosa",1
,66332,108,"Amenaza, Aprobacion, Orden Amistosa, Rechazo, Pedido de ayuda",1
,66333,108,"Orden Amenazante, Aprobacion, Agradecimiento, Orden Amistosa, Aprobacion, Orden Amistosa, Insulto, Amenaza, Agradecimiento, Aprobacion",1
,66334,107,"Orden Amenazante, Pedir Disculpas, Agradecimiento",1
,66335,109,"Orden Amistosa, Rechazo, Saludo",1
,66336,110,"Saludo, Orden Amistosa",1
,66337,107,"Pedido de ayuda, Aprobacion, Aprobacion, Pedir Disculpas, Pedir Disculpas",1
,66338,108,"Saludo, Rechazo, Rechazo, Pedir Disculpas, Amenaza, Amenaza, Agradecimiento, Agradecimiento",1
,66339,107,"Orden Amenazante, Pedir Disculpas, Orden Amistosa, Pedir Disculpas, Orden Amistosa",1
,66340,108,"Insulto, Pedido de ayuda, Saludo, Orden Amistosa, Pedir Disculpas",1
,66341,109,"Rechazo, Agradecimiento",1
,66342,110,"Saludo, Agradecimiento, Aprobacion, Aprobacion, Aprobacion",1
,66343,109,"Pedir Disculpas, Agradecimiento, Insulto, Aprobacion, Saludo",1
,66344,108,"Agradecimiento, Agradecimiento, Aprobacion, Orden Amenazante, Pedido de ayuda, Saludo, Saludo, Agradecimiento, Saludo",1
,66345,108,Orden Amenazante,1
,66346,108,"Pedir Disculpas, Orden Amenazante, Insulto, Pedir Disculpas, Orden Amistosa, Orden Amenazante, Saludo, Orden Amistosa",1
,66347,108,"Pedido de ayuda, Pedir Disculpas, Aprobacion, Pedir Disculpas, Insulto, Pedido de ayuda, Aprobacion, Orden Amenazante, Saludo, Amenaza",1
,66348,110,"Pedir Disculpas, Pedir Disculpas, Agradecimiento",1
,66349,107,"Pedido de ayuda, Rechazo, Insulto, Pedido de ayuda",1
,66350,107,"Saludo, Pedido de ayuda, Saludo, Pedir Disculpas, Pedir Disculpas, Aprobacion",1
,66351,109,"Insulto, Agradecimiento, Orden Amistosa, Pedir Disculpas, Aprobacion, Agradecimiento",1
,66352,107,"Pedir Disculpas, Agradecimiento, Aprobacion, Pedir Disculpas, Pedir Disculpas, Saludo, Saludo, Orden Amistosa, Amenaza, Rechazo",1
,66353,110,"Orden Amistosa, Saludo",1
,66354,110,"Agradecimiento, Aprobacion, Pedir Disculpas, Aprobacion, Aprobacion",1
,66355,110,"Rechazo, Saludo, Orden Amistosa, Orden Amistosa, Orden Amistosa, Orden Amistosa, Agradecimiento, Agradecimiento",1
,66356,110,"Orden Amistosa, Agradecimiento",1
,66357,107,"Amenaza, Insulto",1
,66358,108,"Saludo, Insulto, Saludo, Aprobacion, Pedido de ayuda, Insulto, Orden Amenazante",1
,66359,110,"Saludo, Agradecimiento, Aprobacion, Agradecimiento",1
,66360,107,"Pedir Disculpas, Aprobacion, Pedir Disculpas, Pedido de ayuda, Amenaza, Pedir Disculpas, Agradecimiento",1
,66361,107,"Pedir Disculpas, Aprobacion, Pedir Disculpas, Saludo, Pedir Disculpas, Orden Amenazante, Aprobacion",1
,66362,107,"Orden Amistosa, Orden Amistosa, Pedir Disculpas, Orden Amenazante, Orden Amistosa, Agradecimiento, Pedir Disculpas, Pedir Disculpas, Aprobacion, Agradecimiento",1
,66363,110,"Orden Amistosa, Orden Amistosa, Saludo, Pedir Disculpas, Agradecimiento",1
,66364,109,"Pedir Disculpas, Saludo, Pedido de ayuda, Aprobacion, Saludo",1
,66365,109,"Pedir Disculpas, Pedir Disculpas, Orden Amistosa, Rechazo, Agradecimiento, Pedir Disculpas, Orden Amistosa, Saludo, Aprobacion, Saludo",1
,66366,109,"Orden Amistosa, Pedir Disculpas, Aprobacion, Orden Amenazante, Saludo, Agradecimiento, Saludo",1
,66367,107,"Pedir Disculpas, Agradecimiento, Aprobacion, Orden Amenazante, Aprobacion, Saludo, Orden Amistosa",1
,66368,108,"Orden Amistosa, Rechazo, Pedir Disculpas, Pedir Disculpas, Aprobacion, Amenaza, Pedido de ayuda, Agradecimiento, Saludo",1
,66369,108,"Insulto, Pedir Disculpas, Pedido de ayuda, Saludo, Pedido de ayuda, Pedido de ayuda",1
,66370,110,"Pedir Disculpas, Agradecimiento, Pedir Disculpas, Agradecimiento, Saludo",1
,66371,110,"Agradecimiento, Aprobacion, Agradecimiento, Orden Amistosa, Agradecimiento, Pedir Disculpas, Orden Amistosa",1
,66372,107,"Aprobacion, Agradecimiento, Amenaza, Saludo, Aprobacion, Orden Amistosa, Pedido de ayuda",1
,66373,110,"Agradecimiento, Saludo, Pedir Disculpas, Orden Amistosa, Saludo, Saludo",1
,66374,109,"Saludo, Orden Amenazante, Pedir Disculpas, Pedir Disculpas, Saludo, Aprobacion, Saludo, Aprobacion, Orden Amistosa, Saludo",1
,66375,110,"Saludo, Orden Amistosa, Orden Amistosa, Agradecimiento",1
,66376,110,"Agradecimiento, Aprobacion, Aprobacion",1
,66377,107,"Orden Amistosa, Amenaza, Agradecimiento",1
,66378,110,"Pedir Disculpas, Agradecimiento, Saludo, Agradecimiento, Aprobacion, Orden Amistosa, Pedir Disculpas, Agradecimiento",1
,66379,108,"Agradecimiento, Pedir Disculpas, Pedir Disculpas, Agradecimiento, Pedir Disculpas, Agradecimiento, Pedido de ayuda, Amenaza, Insulto, Rechazo",1
,66380,109,"Pedido de ayuda, Agradecimiento, Aprobacion, Saludo, Orden Amistosa, Orden Amistosa, Agradecimiento, Orden Amistosa",1
,66381,110,"Aprobacion, Aprobacion, Orden Amistosa, Pedir Disculpas, Pedir Disculpas",1
,66382,109,"Agradecimiento, Pedir Disculpas, Pedido de ayuda, Aprobacion",1
,66383,109,"Saludo, Pedir Disculpas, Agradecimiento, Saludo, Aprobacion, Saludo, Amenaza, Saludo, Saludo",1
,66384,110,"Orden Amistosa, Saludo, Agradecimiento, Saludo, Saludo, Aprobacion",1
,66385,107,"Saludo, Agradecimiento, Orden Amistosa, Insulto, Rechazo",1
,66386,110,"Saludo, Aprobacion, Saludo",1
,66387,108,"Saludo, Amenaza, Orden Amenazante, Insulto, Insulto, Pedir Disculpas",1
,66388,107,"Agradecimiento, Pedir Disculpas, Agradecimiento, Amenaza, Aprobacion, Orden Amistosa",1
,66389,107,"Saludo, Saludo, Aprobacion, Rechazo, Saludo, Agradecimiento, Aprobacion, Orden Amistosa, Rechazo, Orden Amenazante",1
,66390,108,"Orden Amenazante, Agradecimiento, Saludo, Pedido de ayuda, Orden Amistosa, Pedir Disculpas, Orden Amistosa, Agradecimiento, Pedir Disculpas, Agradecimiento",1
,66391,107,"Pedir Disculpas, Amenaza, Orden Amistosa, Aprobacion, Aprobacion, Agradecimiento, Orden Amenazante, Aprobacion, Orden Amistosa",1
,66392,109,"Aprobacion, Aprobacion, Orden Amistosa, Rechazo, Agradecimiento",1
,66393,109,Insulto,1
,66394,108,"Insulto, Saludo, Pedir Disculpas, Orden Amenazante, Orden Amenazante, Amenaza",1
,66395,110,"Agradecimiento, Aprobacion, Pedir Disculpas, Saludo, Pedir Disculpas, Aprobacion, Aprobacion",1
,66396,108,"Agradecimiento, Pedido de ayuda, Pedido de ayuda, Rechazo, Orden Amistosa, Pedir Disculpas",1
,66397,108,"Amenaza, Orden Amenazante, Pedido de ayuda, Pedido de ayuda, Insulto, Aprobacion",1
,66398,108,"Agradecimiento, Agradecimiento, Orden Amistosa, Saludo, Insulto, Amenaza",1
,66399,109,"Rechazo, Orden Amistosa, Orden Amistosa, Pedir Disculpas",1
,66400,107,"Orden Amistosa, Aprobacion, Pedir Disculpas, Orden Amenazante, Saludo, Rechazo, Pedir Disculpas, Saludo, Orden Amistosa, Orden Amenazante",1
,66401,109,"Aprobacion, Orden Amistosa, Aprobacion, Insulto, Agradecimiento, Pedir Disculpas, Aprobacion, Saludo, Orden Amistosa, Orden Amistosa",1
,66402,107,"Orden Amistosa, Saludo, Orden Amenazante, Orden Amistosa, Orden Amenazante, Saludo, Agradecimiento, Agradecimiento",1
,66403,110,"Saludo, Saludo, Orden Amistosa",1
,66404,108,"Pedido de ayuda, Aprobacion, Insulto, Agradecimiento, Pedido de ayuda, Insulto, Pedir Disculpas, Agradecimiento, Pedir Disculpas",1
,66405,108,"Orden Amenazante, Pedir Disculpas, Orden Amenazante, Agradecimiento, Agradecimiento, Orden Amistosa, Agradecimiento, Saludo, Pedir Disculpas, Orden Amenazante",1
,66406,108,"Orden Amistosa, Amenaza, Orden Amistosa, Saludo, Amenaza, Insulto, Orden Amistosa, Amenaza, Insulto, Pedir Disculpas",1
,66407,107,"Aprobacion, Aprobacion, Pedido de ayuda",1
,66408,108,"Orden Amistosa, Saludo, Insulto, Orden Amenazante, Orden Amenazante, Pedido de ayuda, Agradecimiento, Agradecimiento, Rechazo",1
,66409,107,"Orden Amistosa, Aprobacion, Orden Amenazante",1
,66410,109,"Agradecimiento, Orden Amistosa, Pedir Disculpas, Agradecimiento, Aprobacion, Pedir Disculpas, Saludo, Insulto",1
,66411,110,"Agradecimiento, Agradecimiento, Agradecimiento, Saludo, Pedir Disculpas, Aprobacion",1
,66412,107,"Pedir Disculpas, Pedir Disculpas, Agradecimiento, Aprobacion, Amenaza, Orden Amistosa, Agradecimiento",1
,66413,107,"Insulto, Insulto",1
,66414,110,"Agradecimiento, Orden Amistosa",1
,66415,107,"Saludo, Pedir Disculpas, Aprobacion, Aprobacion, Pedir Disculpas, Aprobacion, Insulto, Pedido de ayuda",1
,66416,109,"Saludo, Rechazo, Insulto, Aprobacion, Aprobacion, Saludo, Aprobacion, Orden Amistosa, Agradecimiento, Rechazo",1
,66417,108,"Amenaza, Pedir Disculpas, Pedido de ayuda, Amenaza, Orden Amistosa, Insulto, Agradecimiento, Orden Amistosa, Amenaza, Orden Amistosa",1
,66418,108,"Rechazo, Orden Amenazante, Aprobacion, Pedir Disculpas, Insulto, Pedir Disculpas, Pedido de ayuda",1
,66419,107,"Aprobacion, Aprobacion, Orden Amenazante, Pedir Disculpas, Rechazo, Pedir Disculpas, Agradecimiento, Orden Amistosa, Aprobacion, Saludo",1
,66420,110,"Saludo, Orden Amistosa, Pedir Disculpas",1
,66421,109,"Pedir Disculpas, Pedido de ayuda, Pedir Disculpas, Orden Amistosa, Orden Amistosa, Pedir Disculpas, Agradecimiento",1
,66422,110,"Saludo, Pedir Disculpas, Rechazo, Orden Amistosa, Aprobacion, Aprobacion, Orden Amistosa",1
,66423,108,"Aprobacion, Pedido de ayuda, Pedido de ayuda, Pedido de ayuda, Orden Amistosa",1
,66424,110,"Aprobacion, Agradecimiento, Aprobacion, Orden Amistosa, Agradecimiento, Pedir Disculpas",1
,66425,110,"Pedir Disculpas, Pedir Disculpas, Pedir Disculpas, Saludo, Saludo, Orden Amistosa, Aprobacion",1
,66426,107,"Orden Amistosa, Saludo, Agradecimiento, Agradecimiento, Aprobacion, Orden Amistosa, Aprobacion, Amenaza",1
,66427,108,"Pedir Disculpas, Orden Amistosa, Aprobacion, Agradecimiento, Aprobacion, Saludo, Agradecimiento, Orden Amenazante, Amenaza",1
,66428,107,Pedido de ayuda,1
,66429,110,"Aprobacion, Agradecimiento, Agradecimiento",1
,66430,110,"Rechazo, Agradecimiento, Agradecimiento, Aprobacion, Pedir Disculpas, Aprobacion, Aprobacion",1
,66431,107,"Orden Amistosa, Orden Amistosa, Pedido de ayuda, Pedir Disculpas, Pedir Disculpas, Saludo",1
,66432,107,"Agradecimiento, Orden Amenazante, Pedir Disculpas, Orden Amistosa, Orden Amistosa, Saludo, Aprobacion, Agradecimiento",1
,66433,109,"Pedir Disculpas, Aprobacion, Pedir Disculpas, Pedir Disculpas, Saludo, Saludo, Aprobacion, Agradecimiento, Amenaza",1
,66434,110,"Saludo, Pedir Disculpas, Aprobacion",1
,66435,110,"Orden Amistosa, Rechazo",1
,66436,107,"Agradecimiento, Amenaza, Saludo, Orden Amistosa, Saludo",1
,66437,110,"Agradecimiento, Agradecimiento",1
,66438,107,"Pedir Disculpas, Amenaza, Pedir Disculpas, Agradecimiento, Agradecimiento, Saludo, Agradecimiento, Insulto, Pedir Disculpas, Rechazo",1
,66439,108,"Orden Amenazante, Agradecimiento, Agradecimiento, Saludo, Orden Amenazante, Pedir Disculpas, Orden Amistosa, Pedir Disculpas, Pedir Disculpas",1
,66440,108,"Orden Amenazante, Aprobacion, Aprobacion, Orden Amistosa, Rechazo, Saludo, Aprobacion, Orden Amistosa",1
,66441,107,"Amenaza, Aprobacion, Aprobacion, Pedir Disculpas",1
,66442,107,"Orden Amistosa, Agradecimiento, Agradecimiento, Aprobacion, Saludo, Amenaza, Saludo",1
,66443,107,"Rechazo, Pedido de ayuda, Agradecimiento, Saludo",1
,66444,108,"Aprobacion, Aprobacion, Amenaza, Amenaza, Aprobacion, Orden Amistosa, Amenaza, Insulto, Aprobacion",1
,66445,110,"Orden Amistosa, Orden Amistosa, Orden Amistosa, Aprobacion, Saludo, Agradecimiento, Agradecimiento",1
,66446,107,"Orden Amistosa, Aprobacion, Saludo, Insulto, Aprobacion, Aprobacion, Pedido de ayuda",1
,66447,107,"Saludo, Orden Amistosa, Insulto, Saludo, Orden Amistosa, Pedir Disculpas, Insulto, Aprobacion, Orden Amistosa",1
,66448,109,"Insulto, Orden Amistosa, Saludo, Aprobacion, Agradecimiento, Pedir Disculpas",1
,66449,110,"Agradecimiento, Agradecimiento, Pedir Disculpas",1
,66450,108,"Saludo, Rechazo, Orden Amistosa, Agradecimiento, Aprobacion, Saludo, Insulto, Insulto, Orden Amenazante, Insulto",1
,66451,110,"Agradecimiento, Orden Amistosa, Saludo",1
,66452,108,"Amenaza, Saludo, Saludo, Orden Amenazante, Aprobacion, Pedir Disculpas, Pedido de ayuda, Aprobacion, Pedir Disculpas, Saludo",1
,66453,110,"Pedir Disculpas, Aprobacion",1
,66454,110,"Saludo, Agradecimiento",1
,66455,108,"Pedir Disculpas, Saludo, Saludo, Orden Amistosa, Insulto, Aprobacion, Rechazo, Aprobacion, Orden Amenazante, Orden Amistosa",1
,66456,108,"Agradecimiento, Saludo, Pedir Disculpas, Saludo, Aprobacion, Pedido de ayuda, Amenaza, Pedir Disculpas",1
,66457,107,"Rechazo, Saludo, Aprobacion, Pedir Disculpas, Pedir Disculpas, Saludo, Orden Amenazante",1
,66458,107,"Aprobacion, Aprobacion, Orden Amenazante, Agradecimiento, Saludo, Orden Amistosa, Aprobacion, Pedir Disculpas",1
,66459,110,"Pedir Disculpas, Aprobacion, Orden Amistosa, Rechazo, Orden Amistosa",1
,66460,108,"Aprobacion, Pedido de ayuda, Orden Amistosa, Orden Amistosa, Saludo, Insulto, Insulto, Pedir Disculpas, Amenaza, Amenaza",1
,66461,108,"Pedido de ayuda, Insulto",1
,66462,110,"Rechazo, Orden Amistosa, Pedir Disculpas, Agradecimiento",1
,66463,110,"Saludo, Pedir Disculpas, Agradecimiento, Agradecimiento, Orden Amistosa",1
,66464,107,"Orden Amistosa, Saludo, Saludo, Agradecimiento, Orden Amistosa, Orden Amistosa, Amenaza",1
,66465,108,"Pedir Disculpas, Orden Amenazante, Aprobacion, Pedir Disculpas, Amenaza, Aprobacion, Orden Amistosa, Agradecimiento",1
,66466,110,"Aprobacion, Saludo",1
,66467,109,"Pedir Disculpas, Pedir Disculpas, Aprobacion, Pedido de ayuda, Aprobacion",1
,66468,107,"Aprobacion, Orden Amenazante, Saludo, Agradecimiento, Pedir Disculpas, Orden Amistosa, Agradecimiento, Orden Amistosa",1
,66469,108,"Orden Amenazante, Aprobacion, Orden Amenazante, Agradecimiento, Aprobacion, Saludo, Saludo, Orden Amenazante, Agradecimiento, Insulto",1
